customer_text,response_text,intent
"@AmazonHelp Concern is the same without any resolution and after wasting much time , I accept and Quit","@496822 Please be rest assured, Manish. We are working on this. We will get back to you soon with an update on this. ^KS",general_query
@AmazonHelp Received Thanks.,@496822 You're welcome. Do keep us posted in case you need any further assistance. ^MP,general_query
"@AmazonHelp There was a delivery attempt on day 3, but it was after business hours. I could not find the tracking number in Amazon's email messages.",@496823 What's the current status on the delivery? https://t.co/Y5jpI9gRhE ^MJ,delivery_issue
@AmazonHelp I have sent two emails to __email__...No reply...Your india customer care really needs to wake the fuck up!,"@496825 My apologies, Ishan. Kindly fill in your details here: https://t.co/5n9BfMzyGG and we will get back to you soon. ^KS",general_query
@AmazonHelp Selected other order issue and it doesn't allow you to go any further https://t.co/UW9Wgwc1oj,"@497015 Oh no! Have you tried using a different browser? If so, please try to delete your history and clear you cache and cookies. ^LH",order_issue
"@AmazonHelp Delivery date doesn't matter: if it doesn't fit in the mailbox, post office won't deliver. Supposed to be delivered by today, which is what everything points to.","@497025 We don't offer a preferred carrier option, but we want to make sure you receive your order today.  Please keep us posted. ^RA",delivery_issue
"@AmazonHelp ""Venduto da JZK Express Network Gestito da Logistica di Amazon"". Più che altro è il vedere ""in consegna oggi"" quando ancora non è spedito :)",@408099 In questo caso ti suggerisco di contattare il nostro Servizio Clienti dal seguente link: https://t.co/oHAAgtUeLx. ^FA,general_query
"@AmazonHelp Yes I did, even called your call center",@497027 Apologies for the delay. Please submit your details here: https://t.co/GIJyeYqKE0 and we'll reach out. ^HK,contact_support
@AmazonHelp Yes,"@497028 Sorry, what's the current status of the tracking: https://t.co/Y5jpI9gRhE? ^JJ",general_query
@AmazonHelp Now expected by the 18th,"@497028 Sorry for the delay, Nate! Who's the carrier responsible for the delivery? Find out here: https://t.co/Y5jpI9gRhE ^JZ",general_query
@AmazonHelp USPS,@497028 Thank you for confirming! Have you tried reaching out directly to USPS?  Their info is here: https://t.co/Phs7Ladh4g ^BA,general_query
@AmazonHelp Thanks for the reply. I'm in the U.S. -- does it matter that this link goes to UK Amazon?,@497033 Please try this link instead: https://t.co/hApLpMlfHN ^RA,general_query
"@AmazonHelp Vale, muchas gracias por su ayuda.","@497034 Con gusto, Vicky, estamos a tu disposición siempre que necesites. ¡Saludos!. ^AZ",general_query
"@AmazonHelp Debe llegarme como muy tarde este viernes, día 20, pero lo que me extraña es que tarde tanto y ni siquiera haya información de seguimiento.",@497034 ¿Has verificado este informacones?➡️ https://t.co/YngSOZFsmm . ^MB,general_query
@AmazonHelp It says amazon carrier,@441237 It is standard to leave notice when a delivery has been attempted. Did we fail to do this? ^EM,general_query
@AmazonHelp Since last night. Haven’t used it in a while. Tried to Seden to factor and same thing.,@298213 Here's a comprehensive list of topics including troubleshooting. Let us know if you need more help. https://t.co/HLW8MgfsHw  ^EM,general_query
"@AmazonHelp as far as my cal goes, we are past Oct 16. Screen shot of expected delivery was attached to previous twt. Ono. 4__credit_card__","@146166 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MM",delivery_issue
"@AmazonHelp as far as my cal goes, we are past Oct 16. Screen shot of expected delivery was attached to previous twt. Ono. 4__credit_card__",@146166 Sorry for the trouble you've had. Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ &amp; they'll help you.^MM,delivery_issue
@AmazonHelp Yes,"@417961 Thanks for that information, Kush. We'll get in touch with you soon. ^JC",general_query
@AmazonHelp What are you do for me?,"@417961 If you have submitted your details, we'll check and revert soon. Kindly wait. ^HK",general_query
@AmazonHelp Howmany time you take ? Please tell me now,@417961 We value your time and we'd like to get you the best available resolution. Please wait for our response. ^HA,general_query
@AmazonHelp What are you doing from many time ?,@417961 As informed earlier we are working on it. We'll get back to you with a correspondence via email shortly. ^NR,general_query
@AmazonHelp Yes,"@279174 We'd like to take a closer look at these messages. When you have the time, please contact us here: https://t.co/hApLpMlfHN ^RA",general_query
"@AmazonHelp Oh wait, they are not, sorry for the confusion",@279174 It's all good! Let us know if you need anything else! ^TR,general_query
"@AmazonHelp C'est par rapport au T.Flight Hotas One de Thrusmaster, que j'ai commandé mais hélas dès le jour de sa sortie il est en rupture de stock.","@497041 Je suis désolée pour cela, nous n'avons pas encore d'information de la part de nos fournisseurs concernant sa future disponibilité.",technical_issue
"@AmazonHelp Ok, merci d'avoir pris le temps de répondre. 😊",@497041 Au plaisir. J'espère que vous aurez votre article bientôt 😊 ^MA,general_query
"@AmazonHelp That's a quick reply. I am sure you can figure that one out. 🧐 Btw I have received a msg (""again"") stating delivery will be done ""today"". 😬",@497044 We'll not be able to view your order details via Twitter. I'm sure the package will be delivered. Do keep us posted. ^MM,delivery_issue
@AmazonHelp I should have posted it on Twitter earlier! You guys finally managed to get the delivery on track.  #HappyDiwali,@497044 Glad to know your package has arrived safely. Hope you enjoy it for Diwali. :) ^SA,delivery_issue
"@AmazonHelp sí, en https://t.co/c2s1la0rzc",@497045 ¿Has contactado a Soporte al Cliente para reportar lo que indicas? ^DA,general_query
@AmazonHelp Und das muss dann auf 3 verschiedene Versender sein? Das hätte auch 1 auf dem Auto haben können. Der Umwelt und dem Kunden zuliebe.,"@497048 Wir versenden aus dem jeweiligen Logistikzentrum so, dass es am schnellsten auf dem Weg zu dir ist. Danke für dein Feedback ^TA",general_query
@AmazonHelp Your guys at Chat support sorted it. Please make the contact us option a bit easier to find :),@497124 I'll surely forward your feedback about this internally. ^NR,general_query
@AmazonHelp I've put in an order for a replacement when should I expect it? Will return faulty one tomorrow.,@417534 It would depend on how it was set up. You receive an order confirmation e-mail with a new delivery once processed. ^AN,return_issue
"@AmazonHelp Sorry for late reply! Yes, I had tried all options b4 tweet. Can u help please?","@497128 Thanks for trying those tips. We'd like to help, contact us by phone or chat at anytime: https://t.co/hApLpMlfHN ^MG",general_query
"@AmazonHelp Thanx for getting back. The app opens, I'm signed in. It's only when I tap ""play"" that it tells me ""Error communicating with server. Please try again later"". It's been happening for at Least a few wks. Both kindles.",@497128 Have you tried signing in and out of the app as well as uninstalling and then reinstalling the app? Let us know if this helps^JO,technical_issue
@AmazonHelp I did? It has my address but @66019 has informed me a different address!,"@497129 Sorry for any inconvenience! Please, reach us in real time via phone/chat to troubleshoot: https://t.co/JzP7hlA23B ^JE",general_query
@AmazonHelp Done,@497288 Thanks for confirming. We'll check and get back to you with a correspondence via email soon. ^NR,general_query
"@AmazonHelp 20+ days passed, 10+ mail exchanged, still No Delivery.Please Go back to America. Out for Delivery for more than 10 days. #Worstexperience",@497288 My apologies for the issue that you've been facing. Please reply to the email sent by Social Media team for an update. ^KS,delivery_issue
@AmazonHelp left a message there at the link in the form of an email. hope you will take a look into and advise.,"@406744 Thanks for that, Sravan. Our support team will get back to you with an update. Request you to keep an eye on your mailbox. ^HS",general_query
@AmazonHelp Looks like there is effect of ip/network on the search result. The #dexter showed up in the result when i moved to another network. chk it.,"@406744 Please connect with us here: https://t.co/dM62l7I2Br, so we can have this checked for you. ^NR",general_query
"@AmazonHelp Details sent, been a week. Still nothing.","@497289 If you filled the form, you must have received a response here:https://t.co/8DAc10S7ww. Kindly keep us posted. ^PB",general_query
@AmazonHelp The email doesn't say who the courier is. Just said it would arrive today https://t.co/akSgenl4BX,"@497291 Orders can be delivered up until 21:00. If late, please contact us for options: https://t.co/qy3J24VGxb ^AF",delivery_issue
@AmazonHelp Will I still receive my order?,"@429761 If the address is correct on the order then you should still receive it, Andrew! Let us know if you need anything else! ^CN",order_issue
"@AmazonHelp I have contacted @115821 .. always saying they'll sort it, four days late is too late @amazonhelp","@497320 When you spoke with us, what information or options were offered? ^SA",general_query
@AmazonHelp Im on live chat. ive been on it that many times this past few weeks I have it bookmarked.,@258142 Please let us know how things go. Thank you for the update! ^DO,general_query
"@AmazonHelp on my address, I had a note for a default ""security code"" section. but it wont fit my instructions. any way to get characters increased?","@258142 The characters can't be increased, but you can always contact us with instructions here: https://t.co/JzP7hlA23B ^DG",general_query
@AmazonHelp well I was promised by customer service it would arrive this morning... it is now almost 4pm... so again seems to have failed.,"@258142 Our carriers deliver until 21:00. If it doesn't arrive by this time, please contact us once more to review your options. ^CS",contact_support
@AmazonHelp it turned up. just thought i'd update :),@258142 Great news! Thanks for keeping us in the loop! ^WT,general_query
@AmazonHelp I have been asking for solution since 1week but no one is helping me out. I have mailed the problem of not having card details but no reply,@442893 I understand your frustration. Please reply to the email and our specialist team will get back to you. ^HD,payment_issue
@AmazonHelp Sir they ask me to fax the card details that I have lost. I won't be able to provide details. I have 1000 pay balance i beg please unhold,@442893 Please write back to the email from specialist team mentioning the same and our team will get back to you. ^SQ,payment_issue
"@AmazonHelp Comme vous pouvez le constater sur les photos, l'eau s'est infiltrée dans l'emballage de la figurine.","@429585 J'en suis sincèrement navré, je vous invite à contacter notre SAV pour vous proposer une solution : https://t.co/kE3ACN2D0O. ^RA",general_query
@AmazonHelp Pourquoi vos collègues s'énèrvent ? 🤔 https://t.co/Jy346fTLDa,"@429585 Bjr, j'en suis désolé, puis-je savoir de quoi s'agit-il ? ^RA",general_query
"@AmazonHelp Toujours ce problème d'article endommagé, le SAV est très agressif .","@429585 désolée, vous avez la possibilité de demander le retour de l'article contre un remplacement ou remboursement depuis votre compte^KE",general_query
@AmazonHelp It just redirects to trying and setting up a pandora station for blippi.  Before a few days ago it just played it directly,"@497351 I see. What are you saying to Alexa to have her play, and what does she hear? Check this here: https://t.co/dpK1oEwa8Y ^DW",general_query
@AmazonHelp I say: “Alexa play songs by blippi” she then says that she is setting up blippi on Pandora,"@497351 Please check your default music preference. If Pandora is showing, you can change it back to Amazon: https://t.co/S9c8Bl24Kr ^BH",general_query
"@AmazonHelp It is set to amazon, still not working :(",@497351 We'd like to take a look at this in real time with you. Please reach out to us here: https://t.co/hApLpMlfHN ^DG,technical_issue
@AmazonHelp Through amazon music :),@497351 Thanks for the info. Are you receiving an error message when you request this music? What response are you getting? ^JS,general_query
@AmazonHelp Whereas in the past it would just play blippi songs straightaway,"@497351 To clarify, are you trying to stream Blippi through Pandora or Amazon Music? This will allow us to better assist you. ^FD",general_query
@AmazonHelp Get a refund on an item that I bought and apparently the seller doesn't exist anymore but I have to wait for the item delivery date,"@497357 Oh no! To confirm, when you contacted us, were you told they were no longer with us? ^HC",refund_issue
@AmazonHelp It’s already gone 8PM and same story it has not arrived,"@497358 I'm sorry you haven't received your package. Please, contact us to go over your options: https://t.co/JzP7hlA23B ^EB",general_query
"@AmazonHelp I've tried that, no one responds.",@497406 Have you tried reaching out to us via phone at : 1-866-216-1072 ^JZ,general_query
@AmazonHelp Yes.,@497406 Was your information sent over to our Accounts Specialists?  ^DO,general_query
@AmazonHelp I have no idea.,@497406 What options were gone over when you reached out earlier? ^DO,general_query
@AmazonHelp I'm trying to log in to my account and it want's verification. I don't have access to my email.,@497406 Please contact us here: https://t.co/jzvkhdlrK5 and click on skip login so we can look into this with you! ^TR,account_issue
@AmazonHelp It has requested me to login and I've closed my  amazon account few month s back. What  to do now.,"@497403 In that case, your mobile number might be registered with a different account already. (1/2) ^SS",account_issue
@AmazonHelp It has requested me to login and I've closed my  amazon account few month s back. What  to do now.,@497403 Could you please try to recall if that is the case? Keep us posted. (2/2) ^SS,account_issue
@AmazonHelp In this case please close all my account and check who is registered with this account. How can you allow ppl to register with UK no,@497403 Kindly reach out to us using any registered account here : https://t.co/rS49hgaADF for better assistance. (2/2) ^SS,account_issue
@AmazonHelp In this case please close all my account and check who is registered with this account. How can you allow ppl to register with UK no,"@497403 I'm sorry for the hassle. Twitter being a social platform, we will not able to assist you over here. (1/2) ^SS",account_issue
@AmazonHelp When I'm trying to visit contact us page ut ask me to provide my account details. I told you i don't have any more account with amazon. Give me email id where I can complaint about you service.,@497403 I get your concern. Please fill this form : https://t.co/beaaDm0muc by using 'skip sign in' and we’ll contact you soon. ^SS,account_issue
@AmazonHelp Thanks . I did submit your form.,@497403 Also please keep an eye on your mail box. ^SM (2/2),general_query
@AmazonHelp Thanks . I did submit your form.,@497403 Thank you for sharing your details. We're working on this issue and will get in touch with you soon. ^SM (1/2),general_query
@AmazonHelp Yes. Thanks for your expedite response. I do check my email as well,@497403 Thanks for the heads up. We will get back with an update soon. Appreciate your patience. ^SS,general_query
@AmazonHelp Erledigt! Vielen Dank!,@497410 Super - vielen Dank für die Meldung und noch einen schönen Sonntag. ^MI,general_query
"@AmazonHelp @497410 Gut zu wissen, dass man solche Mails melden kann. Danke! Werde ich in Zukunft auch direkt machen.",@497411 Immer wieder gerne! ^DW,general_query
@AmazonHelp My orders keep getting delayed and its effecting me in school. I order stuff in enough time with my prime to get it &amp;this keeps happening :(,@497414 I completely understand!  Let's check who the carrier was so we can get this sorted: https://t.co/Y5jpI9gRhE ^JZ,technical_issue
@AmazonHelp i have already mailed the same but there is no reply at all...,@497415 It usually takes 12-24 hrs for us to revert via email. For immediate assistance kindly contact us via phone/chat. ^SG,general_query
@AmazonHelp I have already replied to the mail two days back and got no reply. Don't know what investigation is going on at your side.,@470937 here: https://t.co/8DAc10S7ww. Keep us posted. 2/2 ^HS,general_query
@AmazonHelp I have already replied to the mail two days back and got no reply. Don't know what investigation is going on at your side.,"@470937 If you had replied, you must have received a follow up correspondence from us. Request you to check your mailbox 1/2 ^HS",general_query
"@AmazonHelp Es una fácil, ¿el reproductor de Blu-ray de @32169 BDP-S3700 es compatible con la App de Amazon Video?",@497595 En este enlace puedes ver los dispositivos compatibles Dani: https://t.co/m4EzIGbD87    ^JJ,technical_issue
@AmazonHelp Gracias majos!,@497595 Con gusto amigo. Estamos para ayudarte siempre que nos necesites. 😃🤝 ^JJ,general_query
@AmazonHelp Tracking info has photo taken by delivery person showing it on my front porch. Friend came over to pick it up when he could. It was gone.,"@497597 At your convenience, please reach us via phone or chat so we may go over available options with you: https://t.co/EKXRLsnxJu ^BV",delivery_issue
@AmazonHelp A backup halloween costume because mine never came 🙄,"@497598 Oh no! What's the current tracking and carrier, shown here: https://t.co/Y5jpI9ys9c? ^AG",general_query
"@AmazonHelp So will this be a call from ""Account Services"", or will this be another call from a representative reading off a script?",@486191 A member of my team will look into this further for you. Please keep an eye out for an e-mail from us. ^MB,account_issue
@AmazonHelp You do realize that you guys have locked my account right? It has been 3 days now... so I can't login to the link you just sent 🤦‍♂️,"@486191 When selecting the link, there should be a skip sign in option underneath where you would enter your password. ^DW",account_issue
"@AmazonHelp https://t.co/hr5xVwKFvy. Yes, they want me to fax info on the recipient of an item sent 3 years ago! I sent my info but not enough...","@486191 Thanks for confirming! I'd like a team member to look into this, so please add your info here: https://t.co/Y0GnFeH1xV ^FR",general_query
@AmazonHelp but there was no package when I arrived  home from work.  I have ZERO faith in Amazon Logistics.  This is the 2nd time you've lost a package,"@396053 I hate to hear that- someone from my team can look into this with you. When you can, please click here: https://t.co/oMzDJXLZHt ^BL",delivery_issue
@AmazonHelp Yes I've messaged them twice now and had no reply?,"@420314 Have 2 Working Days passed since you contacted them? If so, look into our A-toZ Guarantee: https://t.co/Du16i3qeyR ^DO",general_query
"@AmazonHelp It isn't giving me the option to file/claim under ""your orders""?!","@420314 Sorry to hear that, can you get in touch with us here: https://t.co/JzP7hlA23B we can help ^AS",order_issue
@AmazonHelp no it just keeps saying my password is wrong even thought it is right,@497677 Hmm. Have you tried resetting your password: https://t.co/ZMKZCKNq5p? Clearing cache/cookies may also help. AB,account_issue
@AmazonHelp yes and yes stll nothing,"@497677 Strange! In this case, please give us a chat or call here so we can assist further:  https://t.co/zYVX1Qi29G ^JD",general_query
@AmazonHelp Sold by amazon https://t.co/z60IO8TzBW,@497784 You can process a return through our Return Center here: https://t.co/mir1RRCj1L ^JF,general_query
@AmazonHelp For a payment that was made.  This has happened several times for the same issue,"@497785 When you spoke with us on the phone, were we able to provide any insight into why this is happening? ^WT",payment_issue
@AmazonHelp And now the amount disputed has doubled since the time I talked to customer service.  Wow!,@497785 A specialist from my team would like to reach out to you personally to get this sorted: https://t.co/F3IPjzf67B ^JZ,contact_support
@AmazonHelp I would love to connect but the above link requires me to sign in and you have my account locked,@497785 The link provided by ^JZ should have an option to skip log-in towards the bottom of the page. Please keep us updated. ^WT,account_issue
@AmazonHelp Been a good customer for a long time but that may quickly come to an end.,"@497785 I am sorry to hear about the bad experience. Please, give us another chance to address your issue:  https://t.co/hApLpMlfHN ^CH",general_query
@AmazonHelp Seems that you have changed it now. No way to chat with a real person. The bot asks me to enter a phone number for a call back 😑,@125593 Thanks for flagging this. We'll consider your comments as feedback and ensure to pass it internally for improvements. ^AB,contact_support
"@AmazonHelp The chat support in app is now here. Nice! Dunno when it came, but good to know that it has been added!
Cc: @115850",@125593 We're glad you liked our new feature! Thank you for the feedback. :)  ^HD,technical_issue
@AmazonHelp Your customer service did help when called you got untrained guys hired in cc pathetic,@497922 I've shared your feedback about the support team with the relevant team. Is your issue resolved? ^HA,contact_support
@AmazonHelp @115821,@497922 Sorry about that! Kindly connect with our support team with the link provided earlier and we'll get this sorted for you. ^PB,general_query
@AmazonHelp No the device was brought from outside India.,"@161904 Thanks for the revert, Gagan. Request you to report this to our support team here:https://t.co/eJXKURvpr8 for assistance. ^NK",general_query
@AmazonHelp Gracias por la respuesta!Ya he contactado con vosotros mediante la web.Un saludo!,"@147325 De nada, cualquier duda adicional o inconveniente, estamos aquí para ayudarte. ^DA",general_query
@AmazonHelp I ordered kindle which was expected to be delivered on 16th oct. still i haven't got it. order id 171-8953193-9829140 #AmazonIndia,@497928 information. Our page is visible to the public. ^SU(3/3),delivery_issue
@AmazonHelp I ordered kindle which was expected to be delivered on 16th oct. still i haven't got it. order id 171-8953193-9829140 #AmazonIndia,"@497928 so that we can assist you accordingly. Please don't provide your order details, we consider it to be personal ^SU(2/3)",delivery_issue
@AmazonHelp I ordered kindle which was expected to be delivered on 16th oct. still i haven't got it. order id 171-8953193-9829140 #AmazonIndia,@497928 I'm sorry you've an issue with the delivery of your order.  Please contact us here: https://t.co/rS49hgaADF ^SU (1/3),delivery_issue
@AmazonHelp I got Rs. 350 in my amazon pay. I called your executive and she confirmed that i got the cashback.,@497930 here: https://t.co/AT1siHTFqT do keep us posted in case of any further concerns. (2/2) ^KA,contact_support
@AmazonHelp I got Rs. 350 in my amazon pay. I called your executive and she confirmed that i got the cashback.,"@497930 Sorry for the unpleasant experience. To view your pay balance statement, please check this link (1/2) ^KA",contact_support
@AmazonHelp #ur guys have been luring about the delivery of my order # 3907 for the last 3 days now !!,"@451146 Apologies for the hassle, I'd like to help you, Please fill this form : https://t.co/beaaDm0muc &amp; I’ll contact you soon. ^AH",delivery_issue
@AmazonHelp U still want me to fill forms# u have my order number why can't u action the same !!,"@451146 the link provided in the previous post, so we can assist you accordingly. [2/2]^SK",order_issue
@AmazonHelp U still want me to fill forms# u have my order number why can't u action the same !!,@451146 We'll be unable to access your account or any details from twitter. It's important that you share the details through [1/2]^SK,order_issue
"@AmazonHelp U have the order no, what other details wd u need # order number is 4__credit_card__","@451146 Also, please don’t provide your details as we consider them to be personal information. Our Twitter page is public.",payment_issue
"@AmazonHelp U have the order no, what other details wd u need # order number is 4__credit_card__",@451146 I'm afraid we wouldn't have access to your account details on Twitter. Kindly share your details from the link provided. ^SA,payment_issue
@AmazonHelp Send me the link,"@451146 Thanks for understanding, Rakesh. You may share your details here:https://t.co/beaaDm0muc and we'll get this checked. ^NK",general_query
@AmazonHelp Why can't ur CC execs sum up courage to say the truth !!,@451146 issue with any of your orders and we'll help you out. (2/2) ^GK,general_query
@AmazonHelp Why can't ur CC execs sum up courage to say the truth !!,@451146 I'm sorry for the experience you had with our support team. Kindly let us know if there's any ongoing (1/2) ^GK,general_query
@AmazonHelp Same canned responses? How about a DM?,@301255 Sure! Feel free to send us a DM. We're here to help. ^AB https://t.co/1XyLaGkcaN,general_query
@AmazonHelp For the second time this week... yes..😐,"@497998 Who was the carrier assigned that delivery, as shown in the order details here:  https://t.co/Y5jpI9ys9c ^CH",general_query
@AmazonHelp USPS!,"@497998 Typically, late shipments arrive the following business day. If not received tomorrow, please let us know. ^BV",general_query
@AmazonHelp But what if it’s late 3 days after...,@497998 Thanks for the update. That's does sound a bit long for a delay. Does the carrier's site have more information? ^SE,general_query
@AmazonHelp Is there someone I️ can just email about this...I’d rather not discuss through tweets haha,@497998 Yes! You can reach us via e-mail here: https://t.co/7JUmpzfcI5 We're available 24/7 and are happy to work with you on this!^NN,general_query
@AmazonHelp This didn't help the issue at all. I need to know how to change my account back to normal and not student,"@498000 Our apologies, Amber! In this case then, please give us a call or chat here so we can assist:  https://t.co/hApLpMlfHN",account_issue
@AmazonHelp yes. I have raised.,@498002 Now that the return has been requested kindly keep a check on your e-mails for all the updates on return and keep us posted. ^KK,general_query
@AmazonHelp will have to turn to Flipkart I suppose to meet my requirement of genuine product!,@498002 Looks like you've had an unpleasant experience. Could you please elaborate on your concern so that we can help you? ^SS,general_query
"@AmazonHelp Thank you for the reply, I’ll wait. If it doesn’t arrive Who the best to contact?","@498075 If it doesn't arrive then, we can take a further look in real-time here: https://t.co/JzP7hlA23B Keep us posted, Katy! ^FD",general_query
@AmazonHelp Dispatching soon?,"@498078 If we've missed our delivery date, we'd like a chance to review available options with you: https://t.co/JzP7hlA23B ^WT",general_query
@AmazonHelp I contacted CS dept. Just because of that 1 delivery guy's goof up. I am now facing hell lot of time chasing the shipment. (1),@498086 I'm sorry about the unpleasant experience you've had. We’d like to help. Please fill this form: https://t.co/GIJyeYqKE0. ^MP,delivery_issue
@AmazonHelp @115850 see how many different replies you people are giving me for a single order.,@498086 Please reach out to us from the link shared above and we will assist you accordingly. (2/2)^HR,order_issue
@AmazonHelp @115850 see how many different replies you people are giving me for a single order.,"@498086 I certainly understand your concern. But, as this is a social media platform we can't view your account details. (1/2)^HR",order_issue
@AmazonHelp Let me know what needs to be shared,@498228 Kindly click on the link and you'll be redirected to a form. Fill-in the required details accordigly. ^RI,general_query
"@AmazonHelp @115851 product was out for delivery but yet not closer to horizon, now doubt over some mishandling of product could have happened https://t.co/OiGlxDsc65",@498228 Could you please confirm if you have filled in the details with the link provided earlier? ^PB,delivery_issue
@AmazonHelp Sent,@498230 Please keep us updated. We're here for you :) ^SA,general_query
@AmazonHelp I got a reply that said that that address cannot accept incoming emails????!!,"@498230 Can you please contact our customer service by the following link : https://t.co/qzuu0dgDXz
^MD",general_query
@AmazonHelp Non non cest pas vous. Cest Samsung et le note8 qui perd sa peinture. Son sav ne sait rien faire.,@498288 Ravie d'apprendre que vous êtes satisfait de notre service 😊 ^MA,general_query
@AmazonHelp Message to say there is a problem with their mailbox,@498307 That's strange! Please look into filing an A-to-z Guarantee here: https://t.co/0fw2jDOBAR so we can look into this. ^AB,general_query
@AmazonHelp Y’all got any coupons? 👀,@498310 You can find our coupons here: https://t.co/3neXMKJmC3 ^AF,general_query
@AmazonHelp cool thank you very much,@346089 You're very welcome! Reach back out if you ever need us. We're here for you! ^AN,general_query
"@AmazonHelp I am trying to use two gift vouchers on an online order, it keeps telling me that the vouchers have been used but they haven’t",@346089 Check out this page regarding gift vouchers and their usage. Let us know if it helps: https://t.co/SmRcEpSFvQ ^MJ,order_issue
@AmazonHelp Reasons are getting weirder now. https://t.co/uwGtJRVyAF,@422528 Sorry for the hassle. Please share your details in the link shared earlier and we'll check this for you. ^HN,general_query
@AmazonHelp I did that few mins back.,"@422528 As you've shared your details, we'll work on it and get back to you. ^HN",general_query
@AmazonHelp It’s a business address. You know it closes at five.,@323707 I'm so sorry! Has your tracking been updated with a new delivery date? You can view it here: https://t.co/aaDyEz1VgE ^TK,general_query
@AmazonHelp Avisen cuando lo abran a tv philips o Roku,@447301 Cualquier novedad será anunciada directamente en nuestro sitio y redes sociales. ¡Sigue atento! ^CR,general_query
@AmazonHelp  https://t.co/QerbJOMMx4,"@498643 We still aim to get this item to you by 21:00. Please keep us updated, Matthew! ^AB",general_query
@AmazonHelp I’m on the phone now. Your operative has refused to call the courier who will now be going home.,@498644 Please keep us posted on the outcome of the call. Thanks for the update. ^CO,delivery_issue
@AmazonHelp Says it was left in mailbox at 5:30. Checked mailbox at 6:30. There was mail but no package.,@498645 We'd like to document this experience on your account and look into your options with you: https://t.co/EKXRLsnxJu ^AF,delivery_issue
@AmazonHelp Thank you!,@498550 You're welcome! Reach back out if you ever need us. We're here for you! ^AN,general_query
@AmazonHelp Tracking says that’s it’s been dispatched with estimated delivery of November 3rd. It is order # 203-2937480-3833934,@498550 Hmm. Let's take a closer look into this in real time with you here: https://t.co/hApLpMlfHN ^JZ,delivery_issue
"@AmazonHelp ah, aproveitando a deixa: ontem fui assistir panic room e a legenda tava dessincronizada :( seria ótimo se consertassem hihihi","@498647 Carlos, pode contatar com o SAC para verificar o acontecido. ^VL",general_query
"@AmazonHelp I managed to get it solved. Apparently the Amazon Music was pointed to US website.

Thanks anyways!","@498874 You're welcome, Vaibhav. Do keep us posted for any further assistance. ^SS",technical_issue
@AmazonHelp I even put in delivery info saying to call up at call box,@498975 Can you tell us who shipped this package? ^MJ,delivery_issue
@AmazonHelp your website? I don’t understand the question.,"@498976 Sorry for the confusion! Which domain did you order on? (https://t.co/nUUp5MLhYl, .de, .co.uk, etc.) ^VB",technical_issue
@AmazonHelp now I get it. UK. Delivered by Amazon Logistics. Not the first time it has happened &amp; DPD seem to think it’s OK to do it too.,@498976 We'd like to make sure this is reported! Please reach us by phone or chat here:  https://t.co/JzP7hlA23B ^AB,delivery_issue
@AmazonHelp I ordered from .com,@498977 Please give us a call here: https://t.co/hApLpMlfHN so we can look into this with you! ^TR,order_issue
@AmazonHelp No. I went onto my email to check the status and it had changed,"@498979 I'm very sorry for the delay! To review our available options, please reach out to us here: https://t.co/JzP7hlA23B ^WT",general_query
@AmazonHelp 5th November,@498979 Did you receive a notification in a change in delivery date? ^DO,general_query
@AmazonHelp Order no. - 402-7904169-6240325. This has happened couple of times. Your customer care says we can’t track the order. Pls chk order,@498980 Please share us your details through the link provided to you earlier and we would assist you accordingly. (2/2) ^MD,technical_issue
@AmazonHelp Order no. - 402-7904169-6240325. This has happened couple of times. Your customer care says we can’t track the order. Pls chk order,@498980 I'm sorry to know that you haven't received your order. (1/2) ^MD,technical_issue
"@AmazonHelp Thanks. Not sure which carrier to contact as it just says ""Amazon shipping"" and that isn't on the list.",@498983 We'd like a chance to look into this with you! Please reach out to us here: https://t.co/JzP7hlA23B ^WT,delivery_issue
@AmazonHelp It was OnTrac,"@498985 We'd be happy to go over your options, please reach out to us here: https://t.co/hApLpMlfHN ^CO",general_query
@AmazonHelp comment je l ai contacte ?,@420614 Vous pouvez contacter notre SAV via ce lien : https://t.co/qzuu0dgDXz ^MA,general_query
@AmazonHelp I have to contact you again and again you don't respond timely,"@499173 Kindly try reaching out to our support team regarding this. In case the issue still persists, do keep us posted. ^AB",general_query
@AmazonHelp i was going to enjoy my diwali with my new phone. but you was not able to deliver it in 6 days only 30 kms. and now im going home without it,"@306512 here: https://t.co/beaaDm0muc, we'll get back to you soon. 2/2 ^AP",general_query
@AmazonHelp i was going to enjoy my diwali with my new phone. but you was not able to deliver it in 6 days only 30 kms. and now im going home without it,@306512 I'm sorry you've not received your order yet. We'd like to look into it. Kindly share your details 1/2 ^AP,general_query
@AmazonHelp Called and spoke to supervisor: unhelpful. Like a deranged robot repeating policy. And then outright lies.,@499175 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB,contact_support
@AmazonHelp This is a pain in the butt. I’m on the app and do not see the Twitter url. Not helping process,@499175 Please fill the details in the link provided above and we'll get back to you soon. ^SU,technical_issue
@AmazonHelp I did but I repeat my use of the app there is no option 4 obtaining url which is required and it is not helpful to make this more difficult,@499175 You'll want to make sure you are on a desktop or non-mobile version of the app or site when filling this out. ^VS,technical_issue
